TDS (mg/l),Turbidity (NTU),pH,Depth (m),Flow Discharge (L/min),Filter Life Span (hours),Filter Efficiency (%)
237.324,1.785,7.195,1.253,74.295,4537.731,90.17
465.579,3.05,7.311,3.126,13.475,4306.283,88.843
197.42,6.392,6.068,1.436,53.187,4238.505,88.771
214.088,5.793,6.176,1.389,11.857,4358.269,90.202
289.28,8.688,8.098,3.18,31.231,4150.372,88.798
231.469,7.912,6.717,3.491,24.455,4062.328,87.752
84.301,9.656,6.865,2.058,73.293,4109.203,88.256
9.278,5.972,7.601,3.935,15.916,4331.5,89.947
304.906,6.985,6.552,4.267,66.531,3893.683,85.367
460.403,8.605,6.482,4.624,57.985,3709.436,84.096
53.182,8.4,7.054,3.317,67.905,4091.262,87.754
105.476,7.187,6.147,1.49,87.781,4178.076,88.059
185.115,5.003,8.292,3.868,53.878,4291.992,88.882
404.371,2.732,8.35,0.985,72.34,4553.028,90.626
134.63,8.772,7.121,1.315,80.651,4213.279,88.958
441.027,7.767,6.523,4.248,69.867,3778.98,84.421
27.479,8.379,7.176,4.599,32.587,4059.903,87.787
470.478,1.408,6.25,0.8,96.185,4346.957,87.93
280.374,3.148,6.994,1.905,7.013,4497.375,90.848
329.389,4.249,6.184,3.331,37.858,4132.433,87.22
183.845,8.384,7.765,4.724,82.31,3928.432,85.976
390.997,8.929,6.689,3.068,35.641,3948.878,86.811
83.283,2.849,7.302,4.194,55.047,4316.537,88.47
24.456,6.864,6.034,4.652,14.315,4054.073,87.457
197.758,0.778,7.312,2.836,85.83,4438.144,88.757
426.848,4.096,6.008,3.832,93.185,3913.034,84.427
377.463,4.867,8.313,3.481,98.418,4154.31,87.019
258.578,7.656,7.253,3.521,8.632,4143.806,88.649
286.069,8.92,6.25,2.827,20.717,4011.882,87.588
64.946,3.373,6.853,3.304,50.004,4353.704,89.049
420.341,5.277,6.115,2.995,27.989,4082.031,87.124
393.48,6.474,7.327,3.37,64.62,4046.036,86.757
328.235,3.287,6.306,2.773,84.698,4155.39,86.693
233.096,9.855,7.183,1.501,13.58,4231.676,90.138
482.23,8.758,6.764,3.621,1.316,3932.615,86.94
439.516,2.964,7.904,2.228,99.379,4300.864,87.904
322.215,5.079,7.206,1.075,45.593,4406.813,90.136
185.9,2.308,8.12,4.331,7.777,4455.026,90.165
309.011,5.145,8.353,1.316,59.261,4473.451,90.685
287.72,6.833,8.424,2.933,75.567,4212.403,88.418
197.121,0.855,6.65,3.745,80.323,4288.579,87.339
153.337,8.701,7.919,3.415,57.36,4123.98,88.277
203.505,5.937,7.095,1.224,68.272,4351.971,89.618
286.956,9.896,7.065,1.374,48.15,4134.602,88.833
214.067,0.256,8.171,1.17,62.356,4755.535,92.009
131.787,8.315,6.364,0.826,95.207,4181.714,88.36
380.482,7.92,7.195,1.775,98.765,4058.228,86.971
265.734,1.329,7.482,2.859,63.129,4436.808,89.135
33.838,3.353,6.165,1.278,58.808,4486.515,90.283
184.158,8.848,8.161,4.869,35.205,4024.354,87.546
442.457,5.185,6.786,3.645,33.1,4067.456,86.899
377.618,4.013,7.642,3.125,92.525,4177.16,87.05
161.623,9.055,8.32,3.566,66.85,4108.122,88.129
469.092,0.933,7.799,2.462,46.399,4459.745,89.413
38.301,4.731,8.215,2.615,66.929,4470.474,90.455
480.617,6.524,6.174,4.499,12.971,3875.05,85.578
122.853,6.085,7.232,3.749,94.401,4093.813,86.82
4.547,2.643,7.412,3.147,52.71,4486.692,90.133
216.904,5.633,7.723,4.776,34.074,4136.407,87.713
179.485,7.086,6.292,3.482,2.316,4132.371,88.426
269.545,5.849,7.642,2.294,68.039,4271.493,88.789
398.386,6.845,6.365,0.714,96.987,4129.743,87.381
421.215,2.561,6.169,2.258,56.295,4239.861,87.604
200.615,8.328,7.173,4.662,33.935,3966.565,86.825
214.923,4.497,7.501,0.701,42.415,4562.865,91.554
74.089,9.872,8.395,1.331,57.3,4361.22,91.001
23.774,0.233,7.747,4.139,69.187,4498.817,89.366
320.607,3.803,7.478,2.142,19.15,4444.857,90.398
32.219,1.805,6.536,1.337,93.577,4526.487,89.871
366.915,5.556,6.38,4.17,42.017,3975.665,86.003
269.545,2.432,7.518,3.013,62.821,4368.503,88.786
99.291,7.375,6.557,2.968,91.232,4058.081,86.881
269.761,8.819,7.767,1.822,58.257,4202.121,89.084
91.499,2.109,6.286,3.538,68.671,4286.275,87.809
219.369,1.607,6.849,4.378,63.686,4229.693,87.142
399.78,8.754,7.933,3.876,25.556,4016.999,87.541
230.96,3.613,8.078,3.256,96.332,4293.388,88.054
74.35,4.346,6.863,2.077,47.769,4428.571,90.112
361.914,2.21,6.517,4.347,10.741,4204.095,87.596
93.384,4.253,8.395,3.047,99.801,4375.851,89.036
369.275,2.313,7.903,4.503,65.352,4208.964,87.13
239.676,6.659,8.018,1.644,61.239,4362.104,90.006
226.871,4.989,6.557,3.444,91.742,4064.898,86.228
425.718,7.881,7.061,4.708,54.645,3819.095,85.009
354.302,3.127,6.171,2.183,36.68,4291.84,88.49
16.455,5.056,6.273,4.781,18.299,4151.656,87.85
148.087,2.595,6.552,2.266,81.248,4362.331,88.589
435.46,9.345,6.758,2.47,33.77,3976.343,87.229
9.163,5.219,8.493,4.129,52.124,4366.598,89.711
272.627,1.735,7.055,1.673,51.379,4512.372,90.13
363.913,2.728,7.745,3.676,74.299,4239.888,87.474
310.928,0.829,8.261,1.843,68.733,4607.455,90.636
380.266,0.278,6.615,3.172,42.934,4354.408,88.198
362.846,5.259,6.362,3.992,43.178,4006.259,86.209
346.015,3.371,6.608,0.618,27.763,4501.957,90.753
410.77,9.638,8.206,0.898,34.751,4274.017,90.284
322.845,1.713,7.664,4.705,71.435,4205.994,86.86
201.209,7.939,7.128,4.171,56.671,3984.807,86.663
235.955,3.16,8.051,4.447,6.054,4372.346,89.611
358.362,2.235,6.592,2.475,51.31,4318.087,88.338
438.153,9.696,6.598,3.724,95.549,3692.442,83.878
136.109,8.026,7.418,4.992,11.82,4049.598,87.786
171.038,6.306,7.975,2.446,11.385,4429.276,91.071
465.37,6.971,6.649,4.311,67.108,3818.377,84.604
289.256,9.914,6.525,0.857,95.817,4034.878,87.365
89.481,5.932,7.185,2.947,3.644,4375.124,90.494
331.848,1.019,6.336,2.0,35.109,4446.502,89.42
495.381,0.649,7.87,2.854,7.633,4506.172,90.18
411.727,6.666,7.443,1.013,27.316,4349.201,90.219
372.871,6.576,7.281,2.155,55.897,4185.648,88.27
104.023,7.482,8.181,0.844,44.77,4517.989,91.977
438.07,1.088,7.831,2.539,36.969,4481.886,89.775
262.894,9.449,6.373,2.488,21.857,4040.898,88.025
444.645,5.512,7.051,1.984,62.326,4184.185,87.872
164.914,6.496,6.803,4.767,58.0,3980.343,86.172
31.026,0.349,8.005,0.873,66.645,4846.968,92.908
237.988,9.61,7.798,4.212,79.528,3900.027,86.088
134.919,5.626,7.18,2.097,73.217,4313.095,89.087
357.615,5.634,8.059,1.397,95.77,4314.191,88.874
478.553,9.436,7.025,1.727,17.772,4083.266,88.486
345.487,9.294,8.009,4.559,95.189,3817.239,85.009
443.467,2.203,6.08,4.212,18.042,4118.847,86.669
226.512,9.311,6.337,0.571,84.441,4128.876,88.238
385.82,7.366,7.89,1.163,79.056,4253.363,88.953
421.522,0.189,6.286,3.538,66.941,4220.742,86.595
355.438,2.398,7.709,1.928,70.918,4438.627,89.397
253.889,4.13,7.809,4.636,69.461,4144.924,86.994
312.933,5.828,7.655,4.039,53.461,4106.822,87.282
350.253,7.013,8.046,4.438,4.233,4126.533,88.327
126.542,2.102,7.279,1.368,58.377,4605.983,91.107
404.79,8.367,8.243,1.178,39.524,4306.65,90.181
475.162,8.457,7.424,4.694,27.964,3856.638,85.824
232.62,6.35,7.27,2.319,49.522,4262.227,89.032
350.534,9.211,7.273,2.371,84.963,3984.535,86.759
368.513,8.13,8.28,3.581,58.257,4062.702,87.483
331.124,2.216,6.609,2.289,96.511,4262.675,87.327
273.558,7.987,7.738,4.438,42.636,4008.533,87.055
440.824,9.532,6.607,4.816,17.66,3746.738,85.15
224.463,1.376,6.23,1.996,32.151,4478.073,89.872
30.551,9.787,8.384,1.436,15.322,4459.541,92.378
422.278,0.25,6.324,0.839,68.803,4487.303,89.26
336.991,5.222,7.715,1.465,16.792,4461.921,91.018
424.629,7.739,7.061,1.128,52.307,4189.514,88.694
69.274,7.904,8.093,0.631,92.418,4431.479,90.762
15.376,7.347,7.933,0.71,43.952,4559.375,92.358
467.187,5.294,6.359,2.792,40.869,4076.72,86.947
73.864,6.51,7.17,3.685,21.11,4243.813,89.18
404.826,6.999,6.069,4.925,75.625,3710.788,83.451
411.605,4.945,7.074,1.201,31.121,4372.011,89.893
354.353,5.957,7.751,3.642,99.05,4037.732,86.174
65.631,8.464,6.58,2.993,17.509,4167.723,89.041
333.699,3.129,8.025,2.652,1.222,4511.619,91.043
444.543,5.232,6.133,3.748,54.402,3945.783,85.483
212.766,0.085,6.086,1.574,7.796,4625.033,91.198
206.758,6.874,6.069,1.901,37.596,4194.492,88.631
221.429,1.954,6.7,2.231,45.713,4447.098,89.6
41.136,4.81,7.168,1.321,25.584,4572.461,91.912
446.013,2.102,6.269,2.654,97.834,4137.705,86.029
434.591,0.235,8.492,1.093,35.138,4740.507,92.124
498.955,4.832,8.499,1.932,15.326,4434.987,90.646
292.592,4.248,7.3,1.009,4.695,4560.926,91.837
375.596,4.251,7.42,0.661,31.633,4512.217,91.081
101.336,2.088,8.317,2.098,82.285,4602.216,90.826
333.764,9.472,7.924,3.279,25.347,4073.371,88.322
324.866,0.035,6.42,1.184,60.272,4538.905,89.797
450.604,8.915,7.981,4.971,98.922,3732.147,84.007
415.396,7.369,6.577,1.735,35.015,4138.099,88.242
469.233,1.721,7.076,0.602,61.983,4502.731,89.924
434.417,4.722,7.331,0.626,60.353,4396.501,89.778
434.347,9.889,7.792,3.5,59.836,3898.024,86.348
31.862,6.437,6.375,3.514,95.385,4057.545,86.553
422.981,1.274,6.19,4.562,78.807,4030.033,84.894
303.739,4.576,8.165,0.909,1.873,4641.215,92.766
190.222,4.682,8.067,2.194,3.762,4550.595,91.873
28.257,8.023,7.308,4.502,4.964,4155.455,88.912
338.837,9.162,7.656,4.09,37.096,3954.945,86.927
164.101,0.822,7.798,1.551,44.524,4712.554,91.927
233.888,3.14,7.191,4.505,80.914,4132.857,86.462
340.864,2.984,6.643,3.564,63.993,4160.303,86.858
455.887,9.96,7.203,1.689,99.998,3925.442,86.243
412.718,5.592,8.377,0.702,79.61,4422.336,90.105
225.299,8.798,8.095,2.738,87.476,4108.093,87.846
193.892,4.26,7.164,3.709,19.016,4297.507,89.063
119.89,7.227,6.564,1.709,64.501,4235.196,88.875
186.213,2.866,8.224,1.259,15.753,4728.568,92.988
55.523,9.118,7.596,0.839,67.822,4356.385,90.621
485.553,4.551,7.012,4.289,81.156,3939.612,84.95
286.959,8.037,6.279,0.746,30.727,4246.49,89.569
63.903,2.558,7.879,3.242,17.554,4568.741,91.279
176.403,6.936,6.792,3.935,24.504,4101.773,87.854
273.52,4.052,7.516,4.012,81.283,4148.455,86.887
266.443,0.314,7.424,3.442,55.159,4438.98,88.933
17.752,4.13,7.749,3.438,54.11,4407.548,89.773
475.421,5.5,7.344,2.633,58.099,4142.144,87.491
137.688,1.518,7.576,2.375,49.739,4575.883,90.717
8.092,1.839,6.204,1.118,86.476,4539.621,90.083
38.222,4.649,7.663,2.909,51.237,4421.394,90.096
290.097,3.427,6.485,0.82,60.0,4430.17,89.73
68.893,4.407,6.98,2.607,98.0,4286.49,88.207
20.862,4.608,7.281,3.789,46.077,4316.23,89.084
189.813,1.401,7.717,2.493,19.527,4618.432,91.409
311.381,1.812,7.856,2.787,56.734,4447.123,89.447
55.92,8.482,7.762,4.29,70.757,4053.68,87.374
156.664,1.627,6.238,3.41,13.392,4396.34,89.318
208.88,6.659,6.967,1.074,17.036,4417.838,91.006
79.73,4.185,6.702,2.943,3.412,4419.891,90.42
253.037,9.682,6.996,2.141,74.694,4025.522,87.413
42.607,0.661,7.617,1.431,21.012,4822.264,93.211
23.259,8.304,6.482,3.416,90.207,3999.406,86.583
259.918,4.914,7.255,2.239,52.029,4321.858,89.173
123.948,0.054,8.212,3.953,95.569,4470.142,88.762
47.687,2.637,7.828,3.139,38.923,4535.337,90.755
211.956,4.077,7.813,0.969,95.626,4483.347,90.1
457.57,3.142,8.122,2.077,97.785,4323.07,88.195
362.096,3.624,6.998,1.714,13.874,4438.362,90.332
407.808,9.167,7.899,1.175,13.369,4283.405,90.45
435.957,3.609,6.147,4.101,42.927,4020.277,85.856
486.314,4.188,6.141,2.203,41.975,4157.247,87.409
381.623,7.611,6.829,3.26,65.342,3954.922,86.179
304.204,7.938,6.492,4.469,12.153,3928.982,86.55
182.713,0.841,7.296,2.944,75.876,4450.128,88.995
90.822,7.041,6.458,1.661,23.269,4335.681,90.236
343.33,4.826,8.439,4.058,15.911,4293.312,89.222
497.475,1.339,8.128,2.461,79.658,4391.706,88.522
233.679,2.647,8.456,3.037,8.949,4574.814,91.453
361.84,0.45,8.019,4.559,71.448,4299.67,87.417
247.546,3.602,8.378,2.702,12.003,4539.705,91.358
215.967,2.554,6.92,2.006,74.266,4407.195,89.096
205.153,3.821,7.245,3.773,79.263,4194.994,87.304
252.312,5.803,6.599,1.101,58.882,4315.783,89.31
183.448,7.323,7.59,4.612,35.829,4068.224,87.521
374.387,6.054,7.971,4.62,24.386,4096.42,87.536
437.136,6.784,7.247,3.107,81.082,3994.031,86.165
441.443,8.656,6.741,1.194,11.573,4177.974,89.261
113.849,8.738,7.269,2.534,97.472,4084.696,87.494
447.955,8.607,6.157,2.405,78.133,3864.634,85.447
170.776,1.532,7.803,1.842,69.347,4595.372,90.72
154.654,2.511,7.129,1.288,98.874,4483.496,89.599
363.378,5.023,8.246,1.687,69.184,4384.676,89.662
152.348,3.587,8.308,3.0,11.292,4552.696,91.49
26.483,1.317,6.314,3.586,32.937,4427.857,89.344
186.809,2.878,8.49,4.908,58.957,4303.016,88.304
360.733,9.754,8.425,1.471,57.966,4211.352,89.46
163.479,3.469,7.568,1.418,1.996,4655.781,92.579
314.78,4.189,8.064,1.027,26.738,4583.374,91.823
330.06,0.064,6.046,4.725,73.893,4116.045,85.441
366.868,7.194,8.426,2.218,66.3,4245.022,88.945
448.565,4.136,7.141,4.658,89.856,3937.518,84.717
216.282,1.031,8.274,4.502,96.06,4325.348,87.602
83.216,9.686,6.963,0.698,87.083,4226.44,89.299
159.463,7.774,7.97,1.759,55.761,4341.178,90.186
216.084,7.262,7.045,1.861,54.754,4237.727,89.008
356.946,9.579,6.907,1.748,37.58,4083.301,88.331
6.561,4.075,8.367,2.414,89.981,4508.311,90.406
157.893,7.185,7.748,2.747,83.234,4195.409,88.277
389.921,2.062,8.1,3.912,78.121,4264.523,87.483
335.429,6.971,7.358,1.705,78.063,4192.972,88.24
365.87,0.141,8.296,1.844,85.037,4585.103,90.043
405.905,1.263,7.85,3.194,91.971,4315.571,87.615
391.618,4.253,6.18,1.307,82.283,4214.367,87.597
341.092,0.121,7.917,2.629,81.689,4488.811,89.107
219.831,4.62,6.047,1.629,66.371,4268.094,88.403
491.799,5.228,8.073,1.391,46.353,4368.171,89.787
284.537,6.216,6.83,4.08,55.538,4010.775,86.417
101.385,1.004,7.496,3.682,53.996,4472.488,89.486
146.406,1.81,7.873,1.624,82.596,4596.027,90.677
346.781,6.133,7.592,2.368,27.331,4287.718,89.444
462.37,6.582,7.681,1.194,36.953,4314.508,89.75
89.36,0.259,8.232,0.739,56.16,4879.29,93.309
41.173,5.404,6.935,3.133,98.51,4192.353,87.56
440.766,7.85,7.368,2.136,49.448,4111.413,87.975
457.639,0.691,6.437,1.433,13.518,4510.063,90.173
138.19,4.132,7.169,1.016,67.733,4504.165,90.604
188.643,3.265,6.375,3.56,62.016,4199.887,87.358
330.094,9.137,7.584,1.722,84.813,4094.734,87.84
164.965,1.858,6.811,4.583,85.633,4176.088,86.462
438.579,3.184,8.148,1.368,26.653,4546.215,91.151
53.789,8.984,6.859,1.597,5.489,4339.1,91.031
18.991,3.307,6.717,4.333,78.717,4206.172,87.267
104.243,5.313,7.228,3.076,65.586,4266.257,88.601
143.044,0.33,6.438,0.988,14.995,4727.033,92.219
56.463,9.849,6.51,2.973,98.568,3935.875,86.328
32.845,8.249,7.958,1.887,92.667,4292.899,89.477
377.804,6.344,7.243,3.816,72.59,3991.401,86.091
82.138,0.608,6.516,0.85,6.317,4782.499,92.944
456.961,0.749,6.079,4.63,22.119,4134.678,86.35
184.0,5.45,7.166,2.652,33.133,4320.676,89.51
335.303,2.851,7.857,3.804,6.535,4381.976,89.61
112.701,6.228,6.878,3.671,82.911,4087.132,86.911
120.161,5.982,6.62,1.302,8.585,4455.431,91.263
287.355,8.387,6.991,4.46,21.334,3947.382,86.776
280.321,2.814,8.398,1.547,32.573,4639.071,91.909
384.365,5.779,7.058,1.358,33.862,4321.198,89.607
378.907,7.774,6.649,2.843,27.245,4047.995,87.54
335.344,4.908,7.423,4.93,97.881,3940.444,84.898
224.565,8.306,8.027,1.91,96.121,4191.811,88.449
445.32,1.313,6.056,4.84,62.41,4008.463,84.854
311.289,7.339,7.395,2.458,13.386,4244.368,89.512
495.099,9.43,8.091,4.256,70.961,3822.511,85.344
409.685,3.319,6.539,2.885,97.568,4099.493,86.015
22.155,3.663,8.304,1.424,99.835,4594.137,91.042
160.297,0.835,7.444,4.46,62.044,4352.416,88.154
285.938,6.415,7.292,0.824,19.67,4443.741,91.165
360.735,5.525,8.409,3.572,83.336,4160.41,87.428
275.168,0.403,6.324,4.238,62.653,4225.508,86.75
393.065,7.522,7.85,4.244,45.761,3996.464,86.764
141.328,8.293,8.046,3.449,15.847,4242.757,89.757
91.956,9.071,7.221,1.629,24.739,4310.174,90.576
26.958,5.457,6.016,2.893,58.288,4209.447,88.149
286.657,4.526,7.311,3.333,26.805,4274.565,88.835
344.3,8.761,6.384,4.504,48.31,3781.177,84.957
163.075,3.987,7.406,1.219,71.843,4494.221,90.42
306.792,6.554,7.847,2.592,98.749,4146.826,87.447
26.079,6.154,7.328,1.999,5.347,4501.442,91.807
49.647,3.722,7.577,2.425,79.88,4444.566,89.763
350.877,0.869,6.26,1.324,13.659,4547.413,90.598
184.035,0.214,6.243,1.478,94.41,4484.873,88.969
335.667,4.282,8.127,3.964,77.226,4179.899,87.311
415.861,4.812,6.123,2.653,40.387,4117.757,87.217
426.311,8.227,6.711,2.814,51.746,3961.722,86.568
86.084,4.144,8.344,4.539,67.994,4294.324,88.507
243.143,2.812,7.147,1.58,56.541,4481.492,90.093
366.963,4.621,7.686,1.982,98.025,4259.883,88.005
386.99,2.38,6.554,1.889,99.864,4254.327,87.259
392.338,0.914,6.676,3.467,6.648,4365.827,88.866
114.084,1.13,7.273,3.031,73.061,4464.462,89.253
96.267,3.192,7.595,2.622,74.931,4439.756,89.606
295.006,0.127,8.401,3.506,79.223,4477.235,89.018
370.543,2.202,7.436,2.678,91.791,4296.887,87.712
159.57,7.875,6.24,4.172,59.743,3913.778,85.903
52.353,2.346,6.917,2.346,26.2,4561.236,91.054
358.373,1.107,6.61,4.508,67.495,4140.727,86.065
149.849,9.491,6.636,1.038,32.972,4244.357,89.961
83.181,6.225,7.263,0.923,34.91,4511.424,91.633
73.862,0.6,6.792,3.451,61.683,4443.791,89.001
157.455,0.622,6.723,2.254,29.617,4577.877,90.669
296.339,6.121,8.42,2.551,69.756,4293.19,89.071
179.201,5.401,7.46,3.632,85.459,4152.199,87.288
10.331,0.684,6.654,1.465,98.562,4582.424,90.044
48.454,2.243,6.69,0.698,17.671,4727.472,92.771
145.252,9.29,8.028,2.475,46.079,4225.951,89.586
329.852,5.72,8.216,4.526,74.326,4069.409,86.667
49.258,4.403,7.698,2.528,58.162,4455.811,90.297
280.328,2.502,7.079,3.074,7.395,4420.446,89.881
59.943,1.337,7.911,1.438,35.457,4779.644,92.843
105.808,4.026,8.343,2.588,79.579,4462.134,90.033
86.094,9.224,6.416,2.663,49.789,4071.446,87.984
33.614,0.487,8.154,1.558,69.743,4778.964,92.238
335.665,9.91,8.122,1.237,64.411,4196.353,89.292
231.702,2.078,6.916,2.076,94.391,4375.47,88.434
415.527,4.088,6.729,0.675,85.958,4321.393,88.581
49.445,0.451,7.413,1.249,35.036,4799.103,92.776
72.366,5.848,6.681,3.791,50.272,4159.846,87.85
153.229,4.836,6.363,3.421,48.161,4179.52,87.764
382.933,6.667,8.383,1.908,28.616,4365.467,90.369
152.879,5.427,7.228,2.98,62.487,4252.066,88.524
204.209,3.982,7.181,4.232,26.793,4240.061,88.327
150.802,7.378,6.315,4.276,16.807,4026.017,87.305
40.112,0.25,7.26,3.445,11.919,4625.163,91.208
469.717,5.41,7.857,1.058,29.36,4415.792,90.487
274.269,1.139,6.62,1.233,47.849,4548.936,90.353
393.917,4.36,6.922,1.813,12.45,4371.106,89.895
329.179,7.911,6.447,3.518,67.903,3896.949,85.664
257.127,1.425,6.888,1.661,87.154,4448.566,89.042
44.839,9.358,8.153,2.59,43.282,4279.438,90.169
321.367,8.885,6.593,4.215,87.452,3757.939,84.37
77.685,4.149,6.074,4.513,15.947,4177.897,87.864
207.192,0.06,7.341,4.273,8.674,4482.779,89.759
314.557,7.897,7.449,1.024,81.572,4227.18,88.825
391.115,8.809,6.822,4.598,97.502,3691.379,83.581
342.523,1.747,7.604,3.579,34.722,4374.456,88.922
335.767,9.162,6.095,3.285,66.074,3822.894,85.317
74.521,9.141,6.851,1.614,65.797,4197.845,89.063
173.064,4.713,6.361,4.677,68.865,4008.534,85.811
21.456,7.98,6.575,0.578,57.655,4374.583,90.563
359.738,4.449,6.956,0.87,26.387,4453.533,90.606
476.293,5.64,7.234,1.192,9.002,4366.025,90.262
132.055,3.198,6.233,3.624,2.349,4330.29,89.239
43.848,1.595,6.253,3.303,18.85,4455.685,89.847
237.785,7.465,7.685,4.751,12.878,4075.489,87.866
428.349,0.014,7.01,2.07,4.784,4569.552,90.652
275.987,5.796,6.441,2.064,9.954,4290.026,89.539
23.389,8.647,6.587,3.513,5.828,4151.746,89.053
487.136,2.213,7.8,1.284,55.263,4486.911,89.98
414.325,3.329,6.129,2.588,6.658,4267.192,88.604
65.797,5.875,7.272,0.569,99.623,4444.354,90.21
460.899,2.469,6.901,3.164,50.673,4218.432,87.418
225.344,8.475,8.028,4.028,90.211,3983.154,86.472
185.949,3.666,7.975,1.417,49.293,4580.974,91.417
230.527,5.816,7.723,1.882,14.452,4449.099,91.091
417.286,2.261,6.962,1.093,84.223,4396.719,88.803
329.74,0.414,7.578,3.271,24.535,4496.122,89.84
29.624,1.737,7.6,3.038,5.005,4644.482,91.916
478.802,0.462,6.83,4.219,19.91,4258.852,87.528
73.892,4.686,8.2,4.867,60.35,4241.391,88.216
372.784,5.866,8.462,4.926,44.031,4085.801,87.178
318.068,0.447,6.786,0.982,17.0,4665.012,91.614
93.764,0.905,8.003,2.989,53.766,4601.74,90.751
85.366,4.855,7.252,4.053,95.352,4143.732,86.94
435.164,7.992,7.159,3.465,72.934,3906.33,85.731
209.847,6.28,6.966,4.536,7.855,4108.358,87.889
327.288,1.047,6.73,2.488,32.659,4442.916,89.417
252.036,8.875,8.299,2.422,69.547,4178.8,88.755
363.677,9.175,7.852,0.618,14.874,4353.142,91.135
239.621,3.25,7.102,0.57,54.327,4562.191,91.054
143.69,6.16,7.879,3.617,55.066,4236.215,88.66
181.692,4.923,7.796,2.622,9.756,4460.969,90.989
429.539,9.42,6.668,3.471,61.007,3811.936,85.335
234.017,5.087,6.44,1.572,90.107,4235.236,87.978
106.725,9.6,8.091,4.384,65.52,4006.298,87.288
467.303,1.993,8.029,4.563,91.633,4129.974,85.981
398.3,3.455,8.492,3.48,61.741,4305.781,88.477
27.833,7.813,6.048,1.75,75.428,4174.385,88.334
499.471,7.836,7.351,1.473,89.369,4067.547,87.133
347.463,7.322,7.753,3.315,46.871,4110.29,87.831
80.133,8.596,7.456,4.734,16.64,4069.132,88.104
118.584,7.025,7.776,3.102,12.81,4331.275,90.292
346.223,6.361,6.343,4.277,95.397,3824.681,84.201
389.881,4.589,6.004,3.044,55.146,4061.253,86.438
119.518,4.671,6.233,3.536,68.627,4139.131,87.106
128.484,4.062,6.95,3.055,61.567,4299.058,88.593
153.56,6.202,6.822,3.089,56.929,4172.576,88.017
299.009,4.067,8.185,3.827,56.382,4270.237,88.359
85.908,1.475,6.209,2.283,47.831,4480.208,89.766
52.122,1.065,7.107,4.568,88.557,4297.437,87.408
339.432,9.245,8.395,4.386,12.968,4042.996,88.074
389.549,0.247,7.257,3.764,71.869,4298.452,87.34
250.465,1.055,6.331,3.845,68.394,4233.803,86.97
181.916,4.453,6.728,2.36,7.177,4408.893,90.353
216.021,2.629,7.567,4.246,22.489,4347.61,89.04
194.204,4.058,6.03,4.697,78.983,3975.33,85.181
479.992,1.174,8.42,4.078,24.144,4387.201,88.983
384.045,1.309,7.417,1.099,58.196,4558.016,90.391
104.044,8.007,7.76,4.04,9.288,4201.129,89.32
192.095,7.591,7.247,2.591,23.065,4243.951,89.486
272.006,1.043,8.395,3.239,89.196,4449.045,88.911
306.493,6.678,7.473,4.96,36.818,3990.506,86.54
234.092,6.093,7.655,2.117,80.782,4270.521,88.725
405.063,7.134,8.152,2.068,48.368,4252.422,89.181
383.803,4.744,8.154,1.684,32.905,4452.044,90.615
252.579,2.7,6.07,1.072,57.09,4424.375,89.483
427.215,6.637,6.708,1.257,53.864,4191.973,88.372
375.545,3.714,6.616,2.814,98.493,4109.721,86.226
389.291,2.19,6.017,4.594,35.099,4067.932,85.985
478.2,4.086,8.192,4.145,65.716,4129.894,86.868
133.233,7.633,6.793,1.321,69.265,4260.382,89.201
133.824,4.758,6.867,3.028,63.007,4253.154,88.329
444.476,2.999,6.249,4.311,48.444,4024.731,85.662
386.113,8.319,8.474,2.928,78.564,4088.539,87.595
463.273,8.816,8.066,4.601,77.05,3819.86,85.073
31.565,4.333,7.43,4.585,95.945,4160.12,86.942
313.879,3.747,7.93,2.067,97.719,4346.551,88.612
72.314,6.127,7.943,4.433,22.31,4263.884,89.254
251.949,0.58,7.642,3.133,65.79,4464.339,89.159
77.873,6.913,6.435,2.659,85.791,4121.392,87.43
64.039,7.823,7.801,3.984,96.269,4065.959,87.044
6.084,3.974,7.424,4.053,15.132,4405.05,90.092
315.119,1.746,7.81,3.539,94.959,4292.292,87.497
179.511,0.288,7.359,4.149,23.321,4470.155,89.555
